text,sentiment
Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,airlinetweets/negative
this means within one week i will have filed 2 compensation complaints to your website,airlinetweets/negative
why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,airlinetweets/negative
why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH,airlinetweets/negative
. It's worth saying that,airlinetweets/negative
you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost! You NEVER get it right.,airlinetweets/negative
Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks,airlinetweets/negative
we can't all be american airlines I suppose... http://t.co/0EWj7oKlji,airlinetweets/negative
Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated,airlinetweets/negative
I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,airlinetweets/negative
you might be the only airline not offering waivers...keep up the good fight,airlinetweets/negative
you are making me miss big snow in Montana. Not cool.,airlinetweets/negative
I'm sorry it's cold in chicago,airlinetweets/negative
next time I will not volunteer to let you gate check my bag for space,airlinetweets/negative
super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!,airlinetweets/negative
so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays. I beg of you plz sort this out soon!,airlinetweets/negative
don't need your apologies,airlinetweets/negative
Can't beat the storm out of town if you wait to issue the policy until too Late Flight. NWS issued storm warning already...,airlinetweets/negative
"moved my seat with no notice. """"Better seat"""" is cabin select not behind the row I selected👎 #DISAPPOINTED",airlinetweets/negative
delayed another hour,airlinetweets/negative
also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.,airlinetweets/negative
how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs,airlinetweets/negative
I know. I’m sure you hear it all the time — don’t like the new seats. I’m a small guy,airlinetweets/negative
it should be free like other airlines! Again,airlinetweets/negative
this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,airlinetweets/negative
5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,airlinetweets/negative
- terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.,airlinetweets/negative
incompetent/rude service today. Missed my connecting flight,airlinetweets/negative
I will! On or all of which will be getting my business. #unfriendlyskies #unbelievable,airlinetweets/negative
just like clockwork,airlinetweets/negative
Don't ask me to be patient without offering something in return.,airlinetweets/negative
roundtrip to London on ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies,airlinetweets/negative
I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,airlinetweets/negative
is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status,airlinetweets/negative
cross country flight SFO&gt;BOS. No wifi,airlinetweets/negative
Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!,airlinetweets/negative
Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,airlinetweets/negative
your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,airlinetweets/negative
Listen,airlinetweets/negative
What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,airlinetweets/negative
I didn't get a message from you. I'll resend numbers.,airlinetweets/negative
2 days and 3 planes with mechanical issues? Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,airlinetweets/negative
"not the case. Now delayed due to """"mechanical issues with no update on departure time"""". Just Cancelled Flight the goddamn flight so I go delta",airlinetweets/negative
you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,airlinetweets/negative
I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,airlinetweets/negative
Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,airlinetweets/negative
you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.,airlinetweets/negative
do you know how to use twitter bro? Your terminal looks like it's in Bosnia. Here's another pic. http://t.co/M9Nywr5Kbs,airlinetweets/negative
That was the problem. We were being told the aircraft was on its way.,airlinetweets/negative
Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1),airlinetweets/negative
. sad that you don't think it is important to resolve your client facing team that behaves disgraceful,airlinetweets/negative
,airlinetweets/negative
Hey,airlinetweets/negative
"Your """"Loyalty Team"""" basically flipped me off via phone",airlinetweets/negative
DTV doesnt work,airlinetweets/negative
&amp; on top of no free tv on the int’l leg,airlinetweets/negative
there is something wrong with you website in Safari iPhone,airlinetweets/negative
been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,airlinetweets/negative
made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.,airlinetweets/negative
requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,airlinetweets/negative
yes but taking two days to get bag delivered. Missed a full day skiing because of this.,airlinetweets/negative
I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united,airlinetweets/negative
How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,airlinetweets/negative
not tonight,airlinetweets/negative
If someone misses his connecting flight because of the airline,airlinetweets/negative
Marcus helped me - good agent,airlinetweets/negative
go bankrupt again and transfer all of your assets to $LUV. That would be great.,airlinetweets/negative
thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,airlinetweets/negative
and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.,airlinetweets/negative
